Start, End, Origin, Origin Hub, Destination Hub, Destination, Load MT, First Mile KM, Mid Mile KM, Last Mile KM, Total Distance (KM), TTW (KG), WTT (KG), Trans-Shipment (KG), Total CO2e (KG)  
1-Apr-24,30-Apr-24,562123,562123,562111,562123,1.33,0,25.989,26.011,52,9.92681543,2.97317776,1.596,14.49599319
1-Apr-24,30-Apr-24,562123,562123,122413,110085,4.85,0,2068.416,67.455,2135.871,705.2876208,678.34775745,5.82,1389.45537825
1-Apr-24,30-Apr-24,562123,562123,562111,605013,6.56,0,25.989,381.019,407.008,570.62529328,58.91289344,7.872,637.41018672
1-Apr-24,30-Apr-24,562123,562123,134003,492004,3.29,0,2324.406,1432.161,3756.567,1537.22500218,601.89319869,3.948,2143.06620087
1-Apr-24,30-Apr-24,562123,562123,520001,533101,1.73,0,693.612,160.843,854.455,137.92665124,85.68347633,2.076,225.68612757
1-Apr-24,30-Apr-24,562123,562123,562111,636005,5.09,0,25.989,262.814,288.803,307.98390287,34.27977061,6.108,348.37167348
1-Apr-24,30-Apr-24,562123,562123,562111,577201,12.32,0,25.989,260.207,286.196,738.259676,82.36161472,14.784,835.40529072
1-Apr-24,30-Apr-24,562123,562123,400072,421302,54.1,0,954.495,41.883,996.378,3760.7602557,3502.8095622,64.92,7328.4898179
1-Apr-24,30-Apr-24,562123,562123,562111,629004,7.56,0,25.989,727.999,753.988,1245.20066748,117.73372464,9.072,1372.00639212
1-Apr-24,30-Apr-24,562123,562123,562111,680004,7.67,0,25.989,456.774,482.763,797.33241861,79.92116223,9.204,886.45758084
1-Apr-24,30-Apr-24,562123,562123,562111,620003,3.46,0,25.989,396.283,422.272,312.80025854,32.0764144,4.152,349.02867294
1-Apr-24,30-Apr-24,562123,562123,520001,517501,11.89,0,693.612,415.365,1108.977,1625.83046724,646.38723471,14.268,2286.48570195
1-Apr-24,30-Apr-24,562123,562123,562111,221010,0.6,0,25.989,1811.033,1837.022,244.3852194,21.690534,0.72,266.7957534
1-Apr-24,30-Apr-24,562123,562123,520001,632007,3.69,0,693.612,515.796,1209.408,587.5803234,207.64415232,4.428,799.65247572
1-Apr-24,30-Apr-24,562123,562123,562111,586101,5.2,0,25.989,481.128,507.117,568.9318908,56.590014,6.24,631.7619048
1-Apr-24,30-Apr-24,562123,562123,520001,520004,7.18,0,693.612,7.646,701.258,326.0456668,334.71205604,8.616,669.37372284
1-Apr-24,30-Apr-24,562123,562123,520001,530016,1.39,0,693.612,364.173,1057.785,174.12850812,74.21389449,1.668,250.01040261
1-Apr-24,30-Apr-24,562123,562123,520001,534202,0.74,0,693.612,146.191,839.803,56.5688116,36.44472842,0.888,93.90154002
1-Apr-24,30-Apr-24,110085,110085,122413,133006,1.14,0,62.227,261.807,324.034,71.32417866,10.42363788,1.368,83.11581654
1-Apr-24,30-Apr-24,110085,110085,122413,173205,0.2,0,62.227,336.435,398.662,15.8563482,2.1122948,0.24,18.208643
1-Apr-24,30-Apr-24,110085,110085,122413,560067,0.54,0,62.227,2192.18,2254.407,267.28305534,24.74313966,0.648,292.674195
1-Apr-24,30-Apr-24,110085,110085,122413,110017,9.07,0,62.227,52.202,114.429,141.61488943,46.81069629,10.884,199.30958572
1-Apr-24,30-Apr-24,110085,110085,122413,125001,0.61,0,62.227,200.876,263.103,29.83908025,4.87137033,0.732,35.44245058
1-Apr-24,30-Apr-24,110085,110085,122413,180010,0.09,0,62.227,654.2,716.427,13.54149909,1.49391081,0.108,15.1434099
1-Apr-24,30-Apr-24,110085,110085,122413,136118,0.12,0,62.227,220.027,282.254,6.38476188,1.00196664,0.144,7.53072852
1-Apr-24,30-Apr-24,110085,110085,122413,141001,0.02,0,62.227,381.131,443.358,1.7858729,0.22821396,0.024,2.03808686
1-Apr-24,30-Apr-24,110085,110085,122413,110085,2.04,0,62.227,67.455,129.682,38.82165084,11.11974216,2.448,52.389393
1-Apr-24,30-Apr-24,110085,110085,122413,131001,1.72,0,62.227,93.81,156.037,42.88603452,10.23675028,2.064,55.1867848
1-Apr-24,30-Apr-24,147001,147001,134003,282007,4.25,0,44.292,433.119,477.411,424.188471,47.58650625,5.1,476.87497725
1-Apr-24,30-Apr-24,147001,147001,134003,133006,4.03,0,44.292,31.613,75.905,39.78298324,14.37989033,4.836,58.99887357
1-Apr-24,30-Apr-24,147001,147001,134003,143001,4.57,0,44.292,264.068,308.36,283.07323996,36.49079192,5.484,325.04803188
1-Apr-24,30-Apr-24,147001,147001,134003,151001,4.32,0,44.292,203.111,247.403,208.6009632,29.49122736,5.184,243.27619056
1-Apr-24,30-Apr-24,147001,147001,134003,125001,1.02,0,44.292,217.654,261.946,52.57578984,7.2450498,1.224,61.04483964
1-Apr-24,30-Apr-24,147001,147001,134003,144022,4.56,0,44.292,181.589,225.881,198.20647392,29.2649628,5.472,232.94343672
1-Apr-24,30-Apr-24,147001,147001,134003,160055,5.31,0,44.292,64.607,108.899,91.66315284,22.27596507,6.372,120.31111791
1-Apr-24,30-Apr-24,147001,147001,134003,147001,2.42,0,44.292,44.375,88.667,30.80755832,9.22186738,2.904,42.9334257
1-Apr-24,30-Apr-24,147001,147001,134003,147001,2.62,0,44.292,44.375,88.667,33.35363752,9.98400518,3.144,46.4816427
1-Apr-24,30-Apr-24,147001,147001,134003,131001,2.48,0,44.292,173.754,218.046,103.44400416,15.5468472,2.976,121.96685136
1-Apr-24,30-Apr-24,800020,800020,134003,560067,0.01,0,1245.284,2442.684,3687.968,6.25614108,1.29845024,0.012,7.56659132
1-Apr-24,30-Apr-24,411005,411005,562111,560067,0.01,0,826.776,102.913,929.689,0.751394,0.57349339,0.012,1.33688739
1-Apr-24,30-Apr-24,493111,493111,562111,560067,0.02,0,1311.815,102.913,1414.728,2.11393714,1.79693904,0.024,3.93487618
1-Apr-24,30-Apr-24,493111,493111,134003,462001,0.14,0,1456.655,974.275,2430.93,43.4009611,16.2549954,0.168,59.8239565
1-Apr-24,30-Apr-24,493111,493111,134003,452010,0.04,0,1456.655,1043.568,2500.223,13.02113988,4.69694708,0.048,17.76608696
1-Apr-24,30-Apr-24,140417,140417,134003,380009,0.37,0,24.044,1071.752,1095.796,89.3872714,8.13046732,0.444,97.96173872
1-Apr-24,30-Apr-24,480001,480001,562111,562123,466.69,0,1209.722,26.011,1235.733,38286.7575755,38056.50813027,560.028,76903.29370577
Error,,,,,,,,,,,,,,
Error,,,,,,,,,,,,,,
