1-Apr-24	30-Apr-24	562123	562123	134003	302015	4.17
1-Apr-24	30-Apr-24	562123	562123	134003	180010	0.26
1-Apr-24	30-Apr-24	562123	562123	562111	629002	3.84
1-Apr-24	30-Apr-24	562123	562123	380001	380009	0.08
1-Apr-24	30-Apr-24	562123	562123	160014	136118	1.08
1-Apr-24	30-Apr-24	562123	562123	134003	226004	15.09
1-Apr-24	30-Apr-24	562123	562123	134003	141001	3.66
1-Apr-24	30-Apr-24	562123	562123	562111	625016	10.92
1-Apr-24	30-Apr-24	562123	562123	562111	571401	1.99
1-Apr-24	30-Apr-24	562123	562123	562111	575003	14.02
1-Apr-24	30-Apr-24	562123	562123	122413	250001	1.14
1-Apr-24	30-Apr-24	562123	562123	400072	400057	2.05
1-Apr-24	30-Apr-24	562123	562123	562111	570004	12.4
1-Apr-24	30-Apr-24	562123	562123	400072	440019	0.08
1-Apr-24	30-Apr-24	562123	562123	520001	524004	2.31
1-Apr-24	30-Apr-24	562123	562123	562111	562123	1.33
1-Apr-24	30-Apr-24	562123	562123	122413	110085	4.85
1-Apr-24	30-Apr-24	562123	562123	562111	605013	6.56
1-Apr-24	30-Apr-24	562123	562123	134003	492004	3.29
1-Apr-24	30-Apr-24	562123	562123	520001	533101	1.73
1-Apr-24	30-Apr-24	562123	562123	562111	636005	5.09
1-Apr-24	30-Apr-24	562123	562123	562111	577201	12.32
1-Apr-24	30-Apr-24	562123	562123	400072	421302	54.1
1-Apr-24	30-Apr-24	562123	562123	562111	629004	7.56
1-Apr-24	30-Apr-24	562123	562123	562111	680004	7.67
1-Apr-24	30-Apr-24	562123	562123	562111	620003	3.46
1-Apr-24	30-Apr-24	562123	562123	520001	517501	11.89
1-Apr-24	30-Apr-24	562123	562123	562111	221010	0.6
1-Apr-24	30-Apr-24	562123	562123	520001	632007	3.69
1-Apr-24	30-Apr-24	562123	562123	562111	586101	5.2
1-Apr-24	30-Apr-24	562123	562123	520001	520004	7.18
1-Apr-24	30-Apr-24	562123	562123	520001	530016	1.39
1-Apr-24	30-Apr-24	562123	562123	520001	534202	0.74
1-Apr-24	30-Apr-24	110085	110085	122413	133006	1.14
1-Apr-24	30-Apr-24	110085	110085	122413	173205	0.2
1-Apr-24	30-Apr-24	110085	110085	122413	560067	0.54
1-Apr-24	30-Apr-24	110085	110085	122413	110017	9.07
1-Apr-24	30-Apr-24	110085	110085	122413	125001	0.61
1-Apr-24	30-Apr-24	110085	110085	122413	180010	0.09
1-Apr-24	30-Apr-24	110085	110085	122413	136118	0.12
1-Apr-24	30-Apr-24	110085	110085	122413	141001	0.02
1-Apr-24	30-Apr-24	110085	110085	122413	110085	2.04
1-Apr-24	30-Apr-24	110085	110085	122413	131001	1.72
1-Apr-24	30-Apr-24	147001	147001	134003	282007	4.25
1-Apr-24	30-Apr-24	147001	147001	134003	133006	4.03
1-Apr-24	30-Apr-24	147001	147001	134003	143001	4.57
1-Apr-24	30-Apr-24	147001	147001	134003	151001	4.32
1-Apr-24	30-Apr-24	147001	147001	134003	125001	1.02
1-Apr-24	30-Apr-24	147001	147001	134003	144022	4.56
1-Apr-24	30-Apr-24	147001	147001	134003	160055	5.31
1-Apr-24	30-Apr-24	147001	147001	134003	147001	2.42
1-Apr-24	30-Apr-24	147001	147001	134003	147001	2.62
1-Apr-24	30-Apr-24	147001	147001	134003	131001	2.48
1-Apr-24	30-Apr-24	800020	800020	134003	560067	0.01
1-Apr-24	30-Apr-24	411005	411005	562111	560067	0.01
1-Apr-24	30-Apr-24	493111	493111	562111	560067	0.02
1-Apr-24	30-Apr-24	493111	493111	134003	462001	0.14
1-Apr-24	30-Apr-24	493111	493111	134003	452010	0.04
1-Apr-24	30-Apr-24	140417	140417	134003	380009	0.37
1-Apr-24	30-Apr-24	480001	480001	562111	562123	466.69
1-Apr-24	30-Apr-24	562123	562123	134003	305006	0.25
1-Apr-24	30-Apr-24	140417	140417	134003	305006	6.05
